z,Hz_LCDM,Hz_QFED_mu_0.1
144.25293293293294,68470.4024781855,68470.39265556629
145.35402402402403,69260.69340345943,69260.68368155799
146.45511511511512,70054.15457270305,70054.14494977491
147.5562062062062,70850.77623917471,70850.76671351804
148.6572972972973,71650.5487718353,71650.53934178945
149.7583883883884,72453.46265318227,72453.45331712661
150.8594794794795,73259.50847713971,73259.4992334923
151.96057057057058,74068.67694700214,74068.66779421856
153.06166166166167,74880.95887343088,74880.9498100031
154.16275275275277,75696.3451725006,75696.33619695586
155.26384384384383,76514.82686379505,76514.81797469482
156.36493493493492,77336.39506855016,77336.38626448906
157.46602602602601,78161.04100784272,78161.03228744763
158.5671171171171,78988.7560008239,78988.7473627529
159.6682082082082,79819.53146299538,79819.52290593694
160.7692992992993,80653.35890452763,80653.35042719962
161.87039039039038,81490.22992861812,81490.22152976705
162.97148148148148,82330.13622988913,82330.12790828926
164.07257257257257,83173.06959282332,83173.06134727593
165.17366366366366,84019.02189023615,84019.01371956871
166.27475475475475,84867.98508178422,84867.9769848497
167.37584584584584,85719.951212508,85719.94318818412
168.47693693693694,86574.91241140846,86574.90445859703
169.57802802802803,87432.86089005621,87432.85300768245
170.67911911911912,88293.78894123246,88293.78112824437
171.7802102102102,89157.68893760061,89157.68119296835
172.8813013013013,90024.55333040791,90024.54565312313
173.9823923923924,90894.374648216,90894.3670372914
175.0834834834835,91767.14549565977,91767.1379501284
176.18457457457458,92642.85855223368,92642.85107114843
177.28566566566568,93521.50657110443,93521.49915353759
178.38675675675677,94403.08237795004,94403.07502299268
179.48784784784786,95287.57886982358,95287.57157658513
180.58893893893895,96174.98901404173,96174.98178164945
181.69003003003004,97065.30584709696,97065.29867469553
182.79112112112114,97958.52247359307,97958.51536034413
183.8922122122122,98854.63206520301,98854.62501028468
184.9933033033033,99753.62785964897,99753.6208622555
186.09439439439439,100655.50315970334,100655.49621904464
187.19548548548548,101560.25133221087,101560.24444751217
188.29657657657657,102467.8658071309,102467.85897763235
189.39766766766766,103378.34007659915,103378.33330155545
190.49875875875875,104291.66769400892,104291.66097268891
191.59984984984985,105207.84227311076,105207.83560479716
192.70094094094094,106126.85748713047,106126.85087111952
193.80203203203203,107048.70706790472,107048.70050350578
194.90312312312312,107973.38480503397,107973.37829156929
196.00421421421422,108900.88454505237,108900.87808185672
197.1053053053053,109831.2001906137,109831.19377703412
198.2063963963964,110764.32569969376,110764.31933508923
199.3074874874875,111700.25508480796,111700.24876854912
200.40857857857858,112638.9824122443,112638.97614371327
201.50966966966968,113580.5018013113,113580.49557990125
202.61076076076077,114524.80742360004,114524.80124871503
203.71185185185186,115471.89350226059,115471.88737331533
204.81294294294295,116421.7543112922,116421.74822771178
205.91403403403405,117374.38417484668,117374.37813606631
207.01512512512514,118329.77746654523,118329.77147201005
208.11621621621623,119287.92860880781,119287.92265797264
209.21730730730732,120248.83207219499,120248.82616452409
210.31839839839841,121212.48237476218,121212.47650972914
211.41948948948948,122178.87408142569,122178.86825851306
212.52058058058057,123148.00180334026,123147.9960220395
213.62167167167166,124119.86019728814,124119.85445709938
214.72276276276276,125094.44396507922,125094.43826551101
215.82385385385385,126071.74785296187,126071.74219353106
216.92494494494494,127051.76665104448,127051.76103127604
218.02603603603603,128034.49519272741,128034.4896121542
219.12712712712712,129019.92835414481,129019.92281230746
220.22821821821822,130008.06105361652,130008.05555006325
221.3293093093093,130998.88825110965,130998.8827853961
222.4304004004004,131992.40494770932,131992.3995193984
223.5314914914915,132988.60618509896,132988.6007937607
224.6325825825826,133987.4870450495,133987.48169026093
225.73367367367368,134989.04264891724,134989.0373302622
226.83476476476477,135993.2681571507,135993.26287421968
227.93585585585586,137000.15876880547,137000.1535211955
229.03694694694695,138009.7097210677,138009.7045083822
230.13803803803805,139021.9162887853,139021.911110634
231.23912912912914,140036.77378400756,140036.76864000637
232.34022022022023,141054.27755553197,141054.27244530275
233.44131131131132,142074.42298845886,142074.41791162943
234.54240240240242,143097.20550375342,143097.20045995736
235.6434934934935,144122.62055781507,144122.6155466916
236.7445845845846,145150.6636420536,145150.65866324757
237.8456756756757,146181.33028247283,146181.3253356344
238.94676676676679,147214.61603926035,147214.61112404513
240.04785785785785,148250.51650638445,148250.51162245325
241.14894894894894,149289.02731119763,149289.02245821632
242.25004004004003,150330.14411404586,150330.1392916855
243.35113113113113,151373.8626078849,151373.85781582133
244.45222222222222,152420.17851790224,152420.1737558162
245.5533133133133,153469.08760114512,153469.08286872206
246.6544044044044,154520.58564615462,154520.5809430847
247.7554954954955,155574.66847260532,155574.66379858318
248.8565865865866,156631.33193095072,156631.32728567554
249.95767767767768,157690.57190207415,157690.56728524945
251.05876876876877,158752.38429694503,158752.37970827866
252.15985985985986,159816.76505628077,159816.76049548486
253.26095095095096,160883.7101502134,160883.70561700413
254.36204204204205,161953.2155779617,161953.2110720594
255.46313313313314,163025.27736750824,163025.27288863718
256.56422422422423,164099.89157528107,164099.88712316952
257.6653153153153,165177.05428584086,165177.0498602209
258.7664064064064,166256.7616115721,166256.75721217954
259.8674974974975,167339.0096923791,167339.0053189535
260.9685885885886,168423.79469538707,168423.79034767172
262.06967967967967,169511.11281464662,169511.10849238822
263.1707707707708,170600.96027084402,170600.95597379294
264.27186186186185,171693.33331101414,171693.32903892407
265.37295295295297,172788.22820825918,172788.2239608873
266.47404404404404,173885.64126147027,173885.63703857706
267.57513513513516,174985.56879505407,174985.56459640327
268.6762262262262,176088.00715866257,176088.0029840211
269.77731731731734,177192.9527269275,177192.94857606548
270.8784084084084,178300.4018991979,178300.3977718886
271.9794994994995,179410.35109928212,179410.34699530178
273.0805905905906,180522.79677519295,180522.79269432081
274.1816816816817,181637.73539889682,181637.73134091508
275.2827727727728,182755.16346606612,182755.1594307599
276.3838638638639,183875.0774958356,183875.0734829928
277.48495495495496,184997.47403056137,184997.47003997274
278.5860460460461,186122.34963558443,186122.34566704347
279.68713713713714,187249.70089899612,187249.69695229898
280.78822822822826,188379.5244314083,188379.52050635382
281.8893193193193,189511.81686572533,189511.81296211493
282.9904104104104,190646.57485692028,190646.57097455795
284.0915015015015,191783.79508181367,191783.791220506
285.1925925925926,192923.47423885518,192923.47039841118
286.2936836836837,194065.609047909,194065.6052281401
287.39477477477476,195210.19625004096,195210.19245076104
288.4958658658659,196357.23260730985,196357.2288283351
289.59695695695694,197506.7149025604,197506.71114370934
290.69804804804807,198658.63993921998,198658.6362003135
291.79913913913913,199813.00454109733,199813.0008219584
292.90023023023025,200969.80555218447,200969.80185263845
294.0013213213213,202129.03983646058,202129.03615633494
295.10241241241243,203290.70427769976,203290.7006168241
296.2035035035035,204454.79577927958,204454.79213748555
297.3045945945946,205621.3112639937,205621.30764111513
298.4056856856857,206790.24767386596,206790.2440697386
299.5067767767768,207961.6019699676,207961.5983844293
300.60786786786787,209135.37113223594,209135.36756512657
301.708958958959,210311.5521592968,210311.54861045806
302.81005005005005,211490.1420682876,211490.1385375631
303.9111411411412,212671.137894684,212671.13438191934
305.01223223223224,213854.5366921281,213854.53319717062
306.11332332332336,215040.3355322593,215040.33205495827
307.2144144144144,216228.53150454655,216228.528044753
308.31550550550554,217419.12171612392,217419.1182736906
309.4165965965966,218612.10329162673,218612.0998664082
310.51768768768767,219807.4733730314,219807.46996488396
311.6187787787788,221005.229119496,221005.22572827755
312.71986986986985,222205.3677072033,222205.3643327734
313.820960960961,223407.88632920594,223407.8829714259
314.92205205205204,224612.78219527318,224612.77885400585
316.02314314314316,225820.05253173993,225820.04920684977
317.1242342342342,227029.69458135712,227029.69127271016
318.22532532532534,228241.70560314457,228241.70231060835
319.3264164164164,229456.08287224494,229456.07959568856
320.4275075075075,230672.82367978024,230672.8204190743
321.5285985985986,231891.92533270927,231891.92208772583
322.6296896896897,233113.38515368765,233113.38192430022
323.7307807807808,234337.20048092864,234337.19726701215
324.8318718718719,235563.36866806654,235563.36546949734
325.93296296296296,236791.88708402085,236791.8839006767
327.0340540540541,238022.753112863,238022.74994462304
328.13514514514515,239255.9641536836,239255.96100042827
329.23623623623627,240491.51762046243,240491.5144820736
330.33732732732733,241729.41094193884,241729.40781829957
331.43841841841845,242969.64156148472,242969.63845247944
332.5395095095095,244212.20693697792,244212.20384249234
333.64060060060064,245457.10454067832,245457.10146059934
334.7416916916917,246704.33185910416,246704.32879332002
335.8427827827828,247953.886392911,247953.883341311
336.9438738738739,249205.7656567706,249205.7626192455
338.044964964965,250459.9671792533,250459.9641556948
339.14605605605607,251716.48850270934,251716.48549301043
340.24714714714713,252975.32718315345,252975.3241872083
341.34823823823825,254236.48079015006,254236.4778078539
342.4493293293293,255499.94690669933,255499.94393794856
343.55042042042044,256765.7231291257,256765.72017381774
344.6515115115115,258033.80706696626,258033.80412499973
345.7526026026026,259304.19634286172,259304.19341413633
346.8536936936937,260576.88859244756,260576.88567686398
347.9547847847848,261851.8814642472,261851.87856170727
349.05587587587587,263129.1726195658,263129.1697299723
350.156966966967,264408.75973238563,264408.7568556423
351.25805805805805,265690.6404892621,265690.63762527396
352.3591491491492,266974.81258922204,266974.80973789474
353.46024024024024,268261.2737436614,268261.27090490184
354.56133133133136,269550.02167624596,269550.01884996187
355.6624224224224,270841.05412281153,270841.05130891164
356.76351351351354,272134.3688312665,272134.3660296604
357.8646046046046,273429.96356149425,273429.9607720927
358.96569569569573,274727.8360852581,274727.8333079725
360.0667867867868,276027.98418610584,276027.9814208486
361.1678778778779,277330.40565927624,277330.4029059606
362.268968968969,278635.09831160575,278635.09557014605
363.3700600600601,279942.0599614379,279942.05723174906
364.47115115115116,281251.288438531,281251.2857205289
365.5722422422423,282562.78158396954,282562.778877571
366.67333333333335,283876.53725007456,283876.53455519717
367.7744244244244,285192.55330031633,285192.5506168785
368.87551551551553,286510.82760922686,286510.8249371478
369.9766066066066,287831.35806231416,287831.35540151387
371.0776976976977,289154.1425559771,289154.1399063765
372.1787887887888,290479.178997421,290479.17635894153
373.2798798798799,291806.4653045744,291806.46267713845
374.38097097097096,293135.9994060065,293135.9967895373
375.4820620620621,294467.7792408458,294467.77663526725
376.58315315315315,295801.8027586988,295801.80016393546
377.68424424424427,297138.0679195709,297138.065335548
378.78533533533533,298476.5726937861,298476.57012042997
379.88642642642645,299817.31506191025,299817.31249914767
380.9875175175175,301160.29301467206,301160.29046243045
382.08860860860864,302505.50455288764,302505.5020110953
383.1896996996997,303852.94768738386,303852.9451559696
384.2907907907908,305202.62043892336,305202.6179178168
385.3918818818819,306554.52083813073,306554.518327262
386.492972972973,307908.6469254181,307908.64442471834
387.59406406406407,309264.99675091286,309264.9942603135
388.6951551551552,310623.56837438553,310623.5658938188
389.79624624624626,311984.35986517806,311984.3573945769
390.8973373373374,313347.3693021335,313347.3668414313
391.99842842842844,314712.5947735257,314712.59232265665
393.09951951951956,316080.03437699063,316080.0319358894
394.2006106106106,317449.686219457,317449.683788059
395.3017017017017,318821.5484170792,318821.5459953203
396.4027927927928,320195.6190951696,320195.61668298644
397.5038838838839,321571.8963881319,321571.8939854615
398.604974974975,322950.3784393959,322950.3760461761
399.70606606606606,324331.06340135145,324331.0610175204
400.8071571571572,325713.9494352844,325713.947060781
401.90824824824824,327099.03471131244,327099.0323460761
403.00933933933936,328486.31740832183,328486.31505229254
404.1104304304304,329875.79571390443,329875.7933670227
405.21152152152155,331267.46782429615,331267.46548650303
406.3126126126126,332661.3319443147,332661.32961555175
407.41370370370373,334057.3862872993,334057.3839675087
408.5147947947948,335455.6290750498,335455.626764174
409.6158858858859,336856.0585377675,336856.0562357498
410.716976976977,338258.6729139954,338258.67062077957
411.8180680680681,339663.4704505602,339663.46816609026
412.91915915915916,341070.4494025136,341070.4471267342
414.0202502502503,342479.60803307535,342479.60576593166
415.12134134134135,343890.9446135756,343890.9423550133
416.22243243243247,345304.45742339944,345304.4551733647
417.32352352352353,346720.1447499301,346720.14250836946
418.42461461461465,348138.0048884943,348138.0026553548
419.5257057057057,349558.0361423067,349558.0339175359
420.62679679679684,350980.23682241625,350980.2346059622
421.7278878878879,352404.6052476518,352404.60303946293
422.82897897897897,353831.13974456943,353831.13754459453
423.9300700700701,355259.8386473987,355259.8364555873
425.03116116116115,356690.7002979914,356690.6981142931
426.1322522522523,358123.7230457688,358123.7208701339
427.23334334334334,359558.9052476705,359558.90308004967
428.33443443443446,360996.24526810413,360996.2431084484
429.4355255255255,362435.74147889385,362435.73932715476
430.53661661661664,363877.3922592315,363877.3901153609
431.6377077077077,365321.195995626,365321.1938595763
432.7387987987988,366767.15108185523,366767.1489535791
433.8398898898899,368215.25591891684,368215.2537983674
434.940980980981,369665.5089149803,369665.50680211105
436.0420720720721,371117.90848533885,371117.90638010367
437.1431631631632,372572.45305236266,372572.4509547159
438.24425425425426,374029.1410454515,374029.13895534794
439.3453453453454,375487.97090098873,375487.96881838335
440.44643643643644,376948.9410622946,376948.9389871429
441.54752752752756,378412.0499795813,378412.0479118391
442.6486186186186,379877.2961099073,379877.2940495307
443.74970970970975,381344.67791713274,381344.6758640784
444.8508008008008,382814.1938718745,382814.19182609924
445.95189189189193,384285.8424514631,384285.8404129242
447.052982982983,385759.6221398979,385759.62010855303
448.1540740740741,387235.5314278049,387235.529403612
449.2551651651652,388713.56881239306,388713.5667953104
450.3562562562563,390193.7327974122,390193.7307873985
451.45734734734737,391676.02189311065,391676.019890125
452.55843843843843,393160.43461619376,393160.4326201954
453.65952952952955,394646.9694897821,394646.96750073065
454.7606206206206,396135.62504337064,396135.62306122604
455.86171171171173,397626.399812788,397626.39783751074
456.9628028028028,399119.2923401561,399119.2903717067
458.0638938938939,400614.3011738503,400614.29921218974
459.164984984985,402111.4248684594,402111.4229135489
460.2660760760761,403610.66198474675,403610.66003654787
461.36716716716717,405112.01108961087,405112.0091480855
462.4682582582583,406615.4707560471,406615.4688211574
463.56934934934935,408121.03956310905,408121.0376348176
464.6704404404405,409628.71609587094,409628.7141741405
465.77153153153154,411138.4989453895,411138.49703018315
466.87262262262266,412650.38670866715,412650.38479994825
467.9737137137137,414164.37798861414,414164.37608634634
469.07480480480484,415680.47139401286,415680.46949816006
470.1758958958959,417198.6655394804,417198.663650007
471.276986986987,418718.9590454337,418718.95716230397
472.3780780780781,420241.35053805186,420241.3486612308
473.4791691691692,421765.83864924277,421765.8367786954
474.5802602602603,423292.4220166063,423292.4201522978
475.6813513513514,424821.0992834003,424821.09742529644
476.78244244244246,426351.8690985052,426351.86724657175
477.8835335335336,427884.7301163904,427884.72827059356
478.98462462462464,429419.68099707976,429419.6791573859
480.0857157157157,430956.7204061179,430956.71857249376
481.1868068068068,432495.84701453696,432495.8451869494
482.2878978978979,434037.0594988229,434037.057677239
483.388988988989,435580.35654088284,435580.35472527007
484.4900800800801,437125.7368280122,437125.7350183383
485.5911711711712,438673.1990528627,438673.1972490954
486.69226226226226,440222.7419134096,440222.7401155171
487.7933533533534,441774.3641129202,441774.36232087103
488.89444444444445,443328.0643599219,443328.0625736846
489.99553553553557,444883.8413681714,444883.8395877149
491.09662662662663,446441.6938566226,446441.692081916
492.19771771771775,448001.6205493967,448001.6187804093
493.2988088088088,449563.620175751,449563.6184124523
494.39989989989994,451127.6914700486,451127.6897124084
495.500990990991,452693.83317172824,452693.8314197167
496.6020820820821,454262.04402527463,454262.04227886174
497.7031731731732,455832.3227801883,455832.32103934477
498.8042642642643,457404.6681909567,457404.66645565315
499.90535535535537,458979.07901702466,458979.0772872319
501.0064464464465,460555.5540227655,460555.5522984548
502.10753753753755,462134.0919774522,462134.0902585948
503.2086286286287,463714.6916552293,463714.6899417967
504.30971971971974,465297.35183508374,465297.3501270477
505.41081081081086,466882.07130081777,466882.0695981502
506.5119019019019,468468.8488410204,468468.84714369354
507.612992992993,470057.6832490399,470057.68155702617
508.7140840840841,471648.573322957,471648.5716362288
509.81517517517517,473241.5178655565,473241.5161840868
510.9162662662663,474836.51568430173,474836.51400806324
512.0173573573574,476433.56559130584,476433.5639202719
513.1184484484485,478032.6664033075,478032.66473745136
514.2195395395396,479633.8169416428,479633.815280938
515.3206306306306,481237.0160322193,481237.01437663956
516.4217217217217,482842.26250549126,482842.2608550106
517.5228128128128,484449.55519643234,484449.55355102476
518.623903903904,486058.89294451085,486058.8913041506
519.724994994995,487670.2745936641,487670.27295832575
520.8260860860861,489283.6989922736,489283.6973619318
521.9271771771772,490899.16499313933,490899.1633677688
523.0282682682683,492516.67145345587,492516.6698330318
524.1293593593593,494136.2172347866,494136.21561928396
525.2304504504505,495757.8012030406,495757.7995924349
526.3315415415416,497381.42222844734,497381.42062271415
527.4326326326327,499007.07918553316,499007.077584648
528.5337237237237,500634.7709530968,500634.7693570357
529.6348148148148,502264.4964141868,502264.4948229257
530.735905905906,503896.2544560767,503896.25286959193
531.8369969969971,505530.04397024243,505530.04238851025
532.9380880880881,507165.86385233887,507165.8622753359
534.0391791791792,508803.713002177,508803.71142987994
535.1402702702703,510443.59032370104,510443.5887560867
536.2413613613613,512085.4947249653,512085.49316201074
537.3424524524524,513729.4251181126,513729.42355979496
538.4435435435436,515375.38041935087,515375.37886564765
539.5446346346347,517023.359548932,517023.3579998205
540.6457257257257,518673.3614311287,518673.35988658667
541.7468168168168,520325.38499421393,520325.38345421915
542.8479079079079,521979.42917043826,521979.4276349686
543.9489989989991,523635.4928960083,523635.491365042
545.0500900900901,525293.575111066,525293.5735845813
546.1511811811812,526953.6747596671,526953.6732376424
547.2522722722723,528615.7907897601,528615.7892721738
548.3533633633634,530279.9221531646,530279.9206399955
549.4544544544544,531946.0678055518,531946.0662967787
550.5555455455456,533614.2267064234,533614.2252020254
551.6566366366367,535284.3978190906,535284.3963190467
552.7577277277278,536956.5801106544,536956.5786149438
553.8588188188188,538630.7725519849,538630.7710605869
554.9599099099099,540306.9741177021,540306.9726305966
556.061001001001,541985.1837861552,541985.1823033217
557.1620920920922,543665.4005394031,543665.3990608214
558.2631831831832,545347.6233631949,545347.6218888448
559.3642742742743,547031.8512469504,547031.8497768121
560.4653653653654,548718.083183741,548718.0817177945
561.5664564564565,550406.3181702694,550406.3167084955
562.6675475475475,552096.5552068523,552096.553749231
563.7686386386387,553788.7932974002,553788.7918439124
564.8697297297298,555483.0314493992,555483.0300000255
565.9708208208208,557179.2686738916,557179.2672286128
567.0719119119119,558877.5039854583,558877.5025442555
568.173003003003,560577.7364022001,560577.7349650542
569.2740940940942,562279.9649457189,562279.9635126112
570.3751851851852,563984.1886411001,563984.187212012
571.4762762762763,565690.4065168948,565690.4050918078
572.5773673673674,567398.6176051014,567398.616183997
573.6784584584585,569108.8209411479,569108.8195240078
574.7795495495495,570821.015563874,570821.0141506802
575.8806406406406,572535.2005155149,572535.199106249
576.9817317317318,574251.3748416823,574251.3734363265
578.0828228228229,575969.5375913475,575969.5361898841
579.1839139139139,577689.6878168248,577689.6864192358
580.285005005005,579411.8245737547,579411.8231800228
581.3860960960961,581135.9469210851,581135.9455311927
582.4871871871873,582862.0539210573,582862.0525349869
583.5882782782783,584590.1446391863,584590.1432569209
584.6893693693694,586320.2181442473,586320.2167657694
585.7904604604605,588052.2735082564,588052.2721335491
586.8915515515516,589786.3098064559,589786.3084355021
587.9926426426426,591522.3261172972,591522.3247500804
589.0937337337338,593260.3215224261,593260.3201589293
590.1948248248249,595000.2951066651,595000.2937468718
591.295915915916,596742.245957998,596742.2446018915
592.397007007007,598486.1731675541,598486.1718151182
593.4980980980981,600232.0758295935,600232.0744808117
594.5991891891892,601979.9530414894,601979.9516963455
595.7002802802803,603729.8039037145,603729.8025621924
596.8013713713714,605481.6275198248,605481.6261819087
597.9024624624625,607235.4229964446,607235.4216621183
599.0035535535536,608991.1894432504,608991.1881124983
600.1046446446446,610748.9259729568,610748.924645763
601.2057357357357,612508.6317013019,612508.6303776508
602.3068268268269,614270.3057470307,614270.304426907
603.407917917918,616033.9472318819,616033.9459152699
604.509009009009,617799.5552805725,617799.5539674569
605.6101001001001,619567.1290207831,619567.1277111488
606.7111911911912,621336.6675831443,621336.6662769759
607.8122822822824,623108.1701012203,623108.1687985031
608.9133733733734,624881.635711497,624881.6344122159
610.0144644644645,626657.0635533667,626657.0622575067
611.1155555555556,628434.452769113,628434.4514766594
612.2166466466467,630213.8025038986,630213.8012148367
613.3177377377377,631995.1119057495,631995.1106200647
614.4188288288289,633778.3801255432,633778.378843221
615.51991991992,635563.6063169931,635563.605038019
616.6210110110111,637350.7896366355,637350.7883609952
617.7221021021021,639139.929243816,639139.9279714951
618.8231931931932,640931.0243006767,640931.0230316612
619.9242842842843,642724.073972141,642724.072706417
621.0253753753753,644519.0774259026,644519.0761634557
622.1264664664665,646316.0338324102,646316.0325732267
623.2275575575576,648114.9423648556,648114.9411089217
624.3286486486487,649915.8021991599,649915.8009464616
625.4297397397397,651718.6125139607,651718.6112644847
626.5308308308308,653523.3724906,653523.3712443325
627.631921921922,655330.0813131101,655330.0800700374
628.7330130130131,657138.7381682013,657138.7369283104
629.8341041041041,658949.3422452497,658949.3410085267
630.9351951951952,660761.8927362843,660761.8915027166
632.0362862862863,662576.3888359743,662576.3876055483
633.1373773773774,664392.8297416168,664392.8285143194
634.2384684684685,666211.2146531243,666211.2134289425
635.3395595595596,668031.5427730134,668031.5415519343
636.4406506506507,669853.8133063911,669853.8120884016
637.5417417417418,671678.0254609435,671678.024246031
638.6428328328328,673504.1784469234,673504.177235075
639.743923923924,675332.2714771396,675332.2702683427
